ASIN,product_name,brand,FBA_label,amazon_choice,price_in_US_dollars,unit_price_flag,unit_price_USdollars,unit_price_unit,top_sales_rank,subscribe_flag,shipping_weight_in_ounces,answered_questions,rating_avg,rating_nums,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,subscribe_5_unitprice,subscribe_5_unit,subscribe_15_unitprice,subscribe_15_unit
B072LY6S9Y,1 Pack DXN White Coffee Zhino Ganoderma 12 Sachets,DXN,FBA,False,18.5,True,18.5,Count,1143.0,False,13.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B072LZFR6J,2 Packs DXN Cordyceps Coffee 3 in 1 Premix 20 sachets,DXN,FBA,False,30.9,True,30.9,Count,1028.0,False,33.6,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B072M6DZXJ,"Reishi Coffee 2 in 1, Selected Premium Coffee, Reishi Extract and Instant Coffee, 30 Bags( 3packs)","Reishi Coffee 2 in 1, Selected Premium Coffee, Reishi Extract and Instant Coffee, 90 Bags( 3BOX)",Third Party,False,26.9,True,26.9,Item,5340.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B072M9FGV5,Khao Shong Instant Coffee Mix 3 in 1 Smooth and Creamy,Khao Shong,Third Party,False,39.87,True,0.09,Gram,4764.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B072MLQLGW,"Bustelo 100 Percent Colombian Concentrated Liquid Coffee, 1.25 Liter - 2 per case.",Cafe Bustelo,Third Party,False,152.19,True,76.1,Count,2756.0,False,112.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B072MMM6JL,"Bustelo 100 Percent Colombian Concentrated Liquid Coffee, 2 Liter -- 2 per case.",Cafe Bustelo,Third Party,False,179.99,True,1.33,Fl Oz,2886.0,False,160.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B072MZYCXG,Lavazza Prontissimo Intenso 95g,Lavazza,Third Party,False,13.66,True,13.66,Count,839.0,False,,0,3.4,9.0,0.16,0.16,0.16,0.18,0.34,,,,
B072Q3CZJY,"Reishi Coffee 2 in 1, Selected Premium Coffee, Reishi Extract and Instant Coffee, 30 Bags( 6packs)",Reishi Coffee 2 in 1,Third Party,False,42.9,True,42.9,Item,815.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0731G52L5,"Dodjivi Ganoderma Reishi Mushroom Coffee, Slim Premium Instant Coffee Herbal Superfood Blend - Focus Natural Energy - Wellness Immunity - (1 Box of 30 Bags)",DODJIVI,FBA,False,,False,,,446.0,True,5.0,4,4.3,155.0,0.1,0.03,0.07,0.11,0.69,5.68, Ounce,5.39, Ounce
B073375M8V,"Mount Hagen Organic Single Serve Instant Coffee Stick Packs, 25 Count (Pack of 8)",Mount Hagen,FBA,False,69.98,True,4.97,Ounce,1301.0,False,27.2,5,5.0,5.0,0.0,0.0,0.0,0.0,1.0,,,,
B073DN9GBP,Maxim Mocha Gold Korean Instant Coffee 20 Sticks + 4 Sticks Free,dong seo,FBA,False,17.99,False,,,1395.0,False,12.3,0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,,,,
B073H2XV9X,British Food Shop Cafa Menu Sachets - Latte X 40,British Food Shop,Third Party,False,52.25,True,52.25,Count,,False,33.6,0,4.8,65.0,0.01,0.03,0.0,0.09,0.88,,,,
B073H8S6NZ,"Trung Nguyen - G7 Strong X2 3 In 1 Instant Coffee - 24 sticks | Roasted Ground Coffee Blend Double strength, with Creamer and Sugar, Suitable for Most Coffee Brewing Methods, (24 sticks x 25gr/stick)",Trung Nguyên,FBA,False,11.05,True,0.46,Count,143.0,False,22.4,6,4.3,74.0,0.07,0.05,0.09,0.12,0.68,,,,
B073NK59B4,"Folgers Instant Coffee, 16 oz. - BJS",Europe Standard,Third Party,False,13.99,True,13.99,Count,,False,48.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073PB24PC,8 Box Gano Cafe Classic (30 Sachets Per Box),Gano Excel,FBA,False,85.99,True,10.75,Item,2741.0,False,44.8,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B073PDFXDN,8 Box GanoCafe Tongkat Ali Ganoderma Gourmet Coffee (15 Sachets Per Box),Gano Excel,FBA,False,112.0,True,0.93,Count,2693.0,False,120.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B073PDG188,6 boxes GanoCafe Tongkat Ali (15 Sachets Per Box),Gano Excel,Third Party,False,108.99,True,1.21,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073PDHKHH,8 Boxes GanoCafe Mocha Ganoderma Gourmet Coffee (15 Sachets Per Box),nan,,False,130.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073Q5PJ2N,10 Box GanoCafe Tongkat Ali Ganoderma Gourmet Coffee (15 Sachets Per Box),Gano Excel,Third Party,False,145.0,True,0.97,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073RPC5G3,"PACK OF 12 - Hills Bros Sugar Free Double Mocha Cappuccino Beverage Mix, 12 oz",Hills Bros,Third Party,False,43.34,True,0.3,Ounce,785.0,False,12.0,0,4.9,14.0,0.0,0.0,0.0,0.14,0.86,,,,
B073RYWRPS,6 Box GanoCafe Tongkat Ali Ganoderma Gourmet Coffee (15 Sachets Per Box),Gano Excel,Third Party,False,108.99,True,1.21,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073RZ1ZC8,5 boxes GanoCafe Classic Ganoderma Gourmet Coffee (30 Sachets Per Box),Gano Excel,FBA,False,57.99,True,0.39,Count,3058.0,False,28.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073RZRHZD,5 Box GanoCafe Tongkat Ali Ganoderma Gourmet Coffee (15 Sachets Per Box),Gano Excel,Third Party,False,85.0,True,1.13,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073RZXJ81,4 Box GanoCafe Tongkat Ali Ganoderma Gourmet Coffee (15 Sachets Per Box),Gano Excel,Third Party,False,79.0,True,1.32,Count,5802.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073S9BHB6,"Limitless Coffee Air Roasted Ground Coffee, Light Roast, 12 Ounce",LIMITLESS,Third Party,False,22.05,True,1.84,Ounce,1136.0,False,12.8,7,3.9,200.0,0.1,0.09,0.13,0.18,0.5,,,,
B073TSP994,5 Boxes Gano Cafe Classic (30 Sachets Per Box),Gano Excel,Third Party,False,54.73,True,0.36,Count,4176.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073TST6PX,10 Boxes GanoCafe Tongkat Ali Ganoderma Coffee (15 Sachets Per Box),Gano Excel,Third Party,False,138.0,True,0.92,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073TSZ7Q6,40 Box GanoCafe Tongkat Ali Ganoderma Gourmet Coffee (15 Sachets Per Box),Gano Excel,Third Party,False,585.0,True,0.98,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073TTBGPT,8 Boxes GanoCafe Tongkat Ali Ganoderma Coffee (15 Sachets Per Box),Gano Excel,Third Party,False,129.0,True,1.08,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073WRNSFN,"Nescafe Taster's Choice Instant Coffee Decaf House Blend, 7 oz (Pack of 2)",Nescafe Taster's Choice Instant Coffee,Third Party,False,30.73,True,2.2,Ounce,1062.0,False,48.0,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,
B073WS7VCK,"Nescafe Taster's Choice French Roast Instant Coffee, 7 oz (Pack of 6)",Nescafe Taster's Choice,,False,55.63,False,,,1124.0,False,7.0,0,4.0,2.0,0.26,0.0,0.0,0.0,0.74,,,,
B073WSLDH5,"Nescaf?, Taster's Choice, Instant Coffee, Decaf House Blend, 7 oz (198 g)",Nescafe Taster's Choice Instant Coffee,Third Party,False,80.98,True,1.93,Ounce,2897.0,False,7.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B073WV13G9,18 Boxes GanoCafe Mocha Ganoderma Coffee (15 Sachets Per Box),nan,,False,290.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073XQLV7X,[4 PACK] Nescafé 3 in 1 Instant Coffee Sticks ORIGINAL - Best Asian Coffee Imported from Nestle Malaysia (112 Sticks),Nescafé,FBA,False,49.99,True,49.99,Count,1166.0,False,86.4,0,4.1,38.0,0.15,0.07,0.0,0.09,0.69,,,,
B073XYYBPP,18 Boxes Gano Excel 3 In 1 Ganoderma Gourmet Coffee (20 Sachets Per Box),Gano Excel,Third Party,False,249.0,True,0.69,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B073XZB18W,Gano Excel 3 In 1 Coffee Ganoderma 5 Box,Gano Excel,FBA,False,58.9,True,0.8,Ounce,560.0,False,84.8,0,4.3,33.0,0.13,0.0,0.09,0.06,0.73,,,,
B073Y1GFM2,"Maxwell House Freeze Dried 100 Percent Arbica Soluble Coffee - 8 oz. pack, 8 packs per case",MAXWELL HOUSE,Third Party,False,175.0,True,21.88,Count,5525.0,False,80.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B07421LD5X,9 Boxes Gano Excel Ganoderma Coffee 3 IN 1,Gano Excel,Third Party,False,118.99,True,0.66,Count,2821.0,False,,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B0744DTJNW,"Luwak Kopi White Koffie Premium (3 in 1) Low Acid and Less Sugar Instant Coffee 10-ct, 200 Gram",Luwak,FBA,False,10.37,False,,,,False,,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B0747ZVX4Y,"LonoLife Protein Coffee with 10g Protein, 8-Ounce Bulk Container",LonoLife,FBA,False,22.99,True,2.87,Ounce,1420.0,False,11.2,0,3.4,5.0,0.27,0.0,0.26,0.0,0.48,,,,
B0749GHWWB,"Hula Girl Kona Blend Freeze Dried Instant Coffee Double Chocolate Small Jar, 40 Gram",Hula Girl,FBA,False,14.88,True,0.37,Gram,969.0,False,9.6,0,3.5,9.0,0.18,0.17,0.0,0.26,0.39,,,,
B0749GZN3V,Gano Excel Ganoderma Gourmet Coffee 3 IN 1 ( 5 Boxes ),Gano Excel,Third Party,False,78.0,True,0.78,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074D5WDJK,"Reyshen Ganoderma Coffe, ""Original"" Coffe from Mexico 200g.",natura,Third Party,False,16.99,True,16.99,Count,932.0,False,,0,4.6,2.0,0.0,0.0,0.0,0.43,0.57,,,,
B074DV96LS,CNI Cafe Ginseng Coffee 20 Sachets New Packaging ( 10 BOX ),CNI,Third Party,False,146.0,True,146.0,Count,3576.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074DVF8B6,CNI Cafe Ginseng Coffee 20 Sachets New Packaging ( 8 BOX ),CNI,Third Party,False,120.0,True,120.0,Count,3197.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074DVTB4H,CNI Tongkat Ali Ginseng Coffee 20 Sticks ( 10 BOX ),CNI,Third Party,False,149.49,True,149.49,Count,3818.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074DW4926,CNI Cafe Ginseng Coffee 20 Sachets New Packaging ( 1 BOX ),CNI,FBA,False,13.99,True,13.99,Count,1594.0,False,14.4,0,3.4,4.0,0.28,0.0,0.0,0.45,0.26,,,,
B074DW98J1,CNI Cafe Ginseng Coffee 20 Sachets New Packaging ( 4 BOX ),CNI,Third Party,False,53.99,True,53.99,Count,2029.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074F2R7X2,Lieber's Romacafe Decaffeinated Instant Coffee 3.5 Oz. Pack Of 3.,Lieber's,Third Party,False,31.99,True,9.14,Fl Oz,4168.0,False,16.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074F31HJP,Lieber's Romacafe Decaffeinated Instant Coffee 3.5 Oz. Pack Of 1.,Lieber's,Third Party,False,11.97,True,3.42,Fl Oz,3352.0,False,3.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074G3GSFL,Friendly's Vienna Mocha Chunk Coffee Single Serve Pods - 12 / Box,Friendly's,FBA,False,9.49,True,0.79,Count,1248.0,False,6.4,0,3.9,38.0,0.11,0.13,0.07,0.07,0.62,,,,
B074HCGPHQ,"365 Everyday Value, Instant Coffee, 3.5 oz",365 Everyday Value,Third Party,False,6.49,True,1.85,Ounce,,False,,13,4.4,310.0,0.04,0.02,0.1,0.17,0.67,,,,
B074HG1YFQ,Cappuccino,Buon Gusto,,False,5.8,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074J4FTZ6,"Moccona, Instant Coffee, Espresso, Premium Blend, 120 g [Pack of 1 piece]",Moccona,Third Party,False,22.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074JCKZYN,"Ronaldo, 3 in 1 Instant Coffee Mix with Ginseng Fiber, 150 g [Pack of 1 piece]",Ronaldo,Third Party,False,26.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074JDZ9BD,Reishi Coffee 2 in 1 - Selected Premium Coffee - Reishi Extract and Instant Coffee - 30 Bags Per Box (Pack of 2),longreen corporation,Third Party,False,18.83,True,0.31,Count,954.0,False,7.2,6,4.5,39.0,0.03,0.04,0.1,0.04,0.79,,,,
B074KQ1GW8,Jacobs Kronung Instant Coffee 200 Gram / 7.05 Ounce (Pack of 1),JACOBS,FBA,True,12.75,True,1.81,Ounce,81.0,False,30.4,11,4.7,183.0,0.02,0.02,0.04,0.11,0.81,,,,
B074N3FY4Y,Nescafe Gold Cappuccino Unsweetened 8s pack 6,Nescafé,Third Party,False,48.0,True,8.0,Count,,False,3.5,0,4.5,6.0,0.0,0.0,0.27,0.0,0.73,,,,
B074PJ86JH,"G7 Cappuccino Mocha Vietnamese Coffee, 15.12oz(432g), 24 Sticks",Trung Nguyên,FBA,False,14.98,True,0.99,Ounce,1089.0,False,22.4,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B074PN2888,"Trung Nguyen G7 Cappuccino Hazelnut Instant Coffee - 2 Pack each with 12 Single Serves | Roasted Ground Coffee Blend with Creamer and Sugar, Suitable for Most Coffee Brewing Methods",Trung Nguyên,FBA,False,14.99,True,0.99,Ounce,974.0,False,24.0,0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,,,,
B074PP48H1,9 Boxes Gano Excel Ganoderma Coffee Classic +,Gano Excel,Third Party,False,148.84,True,0.55,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074PWCZFF,LOOKAS 9 Nine Double Shot Latte 60T Coffee Mix Korea Namyang French Cafe,Namyang,Third Party,False,63.0,True,63.0,Count,4412.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074T96FNN,6 Boxes Reishi Black Coffee Mushroom with Certified Organic Ganoderma,Organic Mushroom Coffee,Third Party,False,89.82,True,17.96,Item,1087.0,False,32.0,0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,
B074TR41Z1,Organo Healthy and Delicios Coffee Mocha with Organic Ganoderma Reisgi Mushroom Extract 15 Sachets (1 Box),Organo,FBA,False,17.95,True,17.95,Count,1863.0,False,17.6,0,4.0,5.0,0.0,0.18,0.0,0.43,0.39,,,,
B074TZ5T29,2 Boxes of Gourmet Black Coffee Mushroom with Certified Organic Ganoderma 30 Sachets per Box,Organic,FBA,False,34.95,True,34.95,Count,1658.0,False,12.6,0,3.5,17.0,0.2,0.11,0.14,0.06,0.48,,,,
B074W4LRTG,5 Box Gano Excel Tongkat Ali Coffee ( 15 Sachets ),Gano Excel,Third Party,False,94.99,True,1.27,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074W56LRM,10 Box Gano Excel Tongkat Ali Coffee ( 15 Sachets ),Gano Excel,Third Party,False,159.0,True,1.06,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074W59VG1,15 Box Gano Excel 3 IN 1 Coffee ( 20 Sachets ),Gano Excel,Third Party,False,255.08,True,0.85,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074W5RSMK,8 Box Gano Excel Tongkat Ali Coffee ( 15 Sachets ),Gano Excel,Third Party,False,124.83,True,1.04,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074W6WZ3F,9 Box Gano Excel Classic Coffee ( 30 Sachets ),Gano Excel,Third Party,False,147.77,True,0.55,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B074X4C624,"Ricore au Lait (Bonjour), Cafe Au Lait A La Chicoree 400g",Ricore,Third Party,False,41.2,True,1167.14,Ounce,1577.0,False,17.6,0,2.4,2.0,0.53,0.0,0.0,0.47,0.0,,,,
B0751K585T,True Nutrition Protein Coffee (30 Servings),True Nutrition,Third Party,False,41.99,True,2.62,Ounce,3913.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0752NDC71,"Nescafe 1+2 Coffee, 150 Grams",1+2,FBA,False,7.21,True,7.21,Count,704.0,False,7.8,0,4.6,8.0,0.0,0.0,0.0,0.39,0.61,,,,
B0753W9LVB,貓頭鷹即溶咖啡 Owl coffee 3-in-1 instant coffee drink mix - 30 sticks/21.1 oz,OWL,Third Party,False,14.5,True,0.41,Count,841.0,False,24.0,0,4.4,13.0,0.14,0.0,0.0,0.05,0.82,,,,
B0754LVPWT,"French Vanilla Instant Cappuccino Mix,Pack of 6",Cappuccino Supreme,FBA,False,35.3,True,0.18,Ounce,541.0,True,224.0,0,3.6,22.0,0.15,0.13,0.09,0.2,0.43,0.17, Ounce,0.17, Ounce
B0754S43LY,Cappuccino Supreme 6 x 2 lb bags Pumpkin Spice Instant Cappuccino Mix,Cappuccino Supreme,FBA,False,35.3,True,0.18,Ounce,816.0,True,201.6,0,3.6,7.0,0.19,0.0,0.22,0.22,0.37,0.17, Ounce,0.17, Ounce
B0755CPCFQ,Birdy Robusta 3 in 1 Instant Coffee 40 Sticks,Birdy,FBA,False,23.99,True,0.6,Count,1912.0,False,24.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0755F6JD4,Birdy Espresso 3 in 1 Instant Coffee 40 Sticks,BIRDY,FBA,False,26.99,True,13.5,Count,2571.0,False,19.2,0,4.0,2.0,0.0,0.0,0.52,0.0,0.48,,,,
B0756SH4G4,12 Boxes Gourmet Black Coffee Mushroom with Certified Organic Ganoderma Juncao Reishi Mushroom 30 Sachets per Box,Organic Juncao,Third Party,False,195.0,True,195.0,Count,2511.0,False,73.6,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B0757613HB,"Bustelo Freeze Dried Decaffeinated Instant Supreme Coffee, 3.52 oz",Cafe Bustelo,Third Party,False,9.1,True,2.59,Ounce,1334.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B07576FPTG,Organo Gourmet Black Coffee with Certified Organic Ganoderma 20 Sachets per Box (1 box),Organo,Third Party,False,16.99,True,16.99,Count,2024.0,False,6.4,0,3.5,9.0,0.12,0.21,0.19,0.0,0.47,,,,
B0757SKWFR,"Bustelo Instant Coffee, 1.75 oz",Cafe Bustelo,FBA,False,11.44,True,6.54,Ounce,912.0,False,6.4,0,2.8,9.0,0.56,0.0,0.0,0.0,0.44,,,,
B07588ZVL2,"NESCAFE Instant Espresso In Jar, 3.5 Ounce Imported From The UK England Strong Tasting Rich Coffee With Velvety Coffee Crema British Instant Coffee",Nescafé,FBA,False,24.74,True,7.07,Ounce,625.0,False,12.6,0,4.6,115.0,0.05,0.02,0.03,0.08,0.83,,,,
B0759SYQZF,Ganoderma 2 in 1 Black Coffee - 1550 MG of Ganoderma Per Sachet,Diamond Interest,Third Party,False,12.99,False,,,1412.0,False,7.0,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B075BR89YW,Ganoderma 4 in 1 Coffee - 1260 MG of Ganoderma per Sachet,Diamond Interest,Third Party,False,17.45,False,,,1179.0,False,19.2,0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,,,,
B075CMPVVQ,Nescafe Original Instant Coffee - 300g (0.66lbs),Nescafé,Third Party,False,19.89,True,1.24,Ounce,2332.0,False,20.8,0,4.7,4.0,0.0,0.0,0.0,0.34,0.66,,,,
B075CQMRJG,Little's Island Coconut Flavour Infused Instant Coffee - 50g (0.11lbs),Littles,Third Party,False,14.95,True,0.93,Ounce,2400.0,False,3.5,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B075CRFZMX,Nescafe Barista Gold Blend Style Instant Coffee - 180g (0.4lbs),Nescafé,,False,29.99,False,,,3225.0,False,13.4,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
B075CRJ6L6,Nescafe Original Instant Coffee - 200g (0.44lbs),Nescafé,,False,12.99,False,,,2878.0,False,13.1,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B075CRPHWX,Nescafe Gold Blend Decaff Instant Coffee - 100g (0.22lbs),Nescafé,Third Party,False,18.99,True,5.39,Ounce,976.0,False,7.0,0,4.5,29.0,0.0,0.0,0.16,0.17,0.67,,,,
B075CRTLLC,Nescafe Original Decaff Instant Coffee - 200g (0.44lbs),Nescafé,FBA,False,20.06,True,1.25,Ounce,521.0,False,22.4,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B075CRTQN4,Nescafe Gold Blend Decaf Freeze Dried Instant Coffee 200g,Nescafé,Third Party,False,29.97,False,,,,False,,0,4.8,14.0,0.0,0.0,0.0,0.17,0.83,,,,
B075CRVWTL,Cafe Royal Instant Coffee Mild - 100g (0.22lbs),Caf_ Royal,Third Party,False,21.59,True,1.35,Ounce,4562.0,False,7.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075CSMPTT,Nescafe Azera Americano Decaff - 100g (0.22lbs),Nescafé,Third Party,False,14.02,True,3.98,Ounce,994.0,False,10.6,0,4.6,3.0,0.0,0.0,0.0,0.37,0.63,,,,
B075GRT8PC,"Four Sigmatic Mushroom Coffee and Hot Cacao Sampler Pack of 3 - Lion's Mane Coffee, Cordyceps Coffee, and Reishi Hot Cacao",Four Sigmatic,FBA,False,37.98,True,1.27,Count,543.0,True,7.2,0,4.6,25.0,0.0,0.0,0.13,0.19,0.68,1.27, Count,1.2, Count
B075H37ZN2,PureGano Ganoderma Coffee Cafe Latte- Reishi Coffee Mix - Instant 3-in-1. 180mg Ganoderma Lucidum Red Reishi Mushroom Extract - Non Dairy Creamer & Sugar Included- 3 Box 30 Sachets,PureGano,FBA,False,22.49,True,1.17,Ounce,867.0,False,24.0,0,4.2,30.0,0.08,0.05,0.12,0.1,0.64,,,,
B075HWKG1G,"Moccona, 3 in 1 Instant Coffee, Espresso Gold, 304 g [Pack of 1 piece]",Moccona,Third Party,False,29.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075P2P6MG,Moccona Classic Cappuccino Coffee 10 Sachets 150gm,Moccona,Third Party,False,4.1,False,,,1221.0,False,6.9,0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,
B075PHZS2K,(BOX) X 48 Pcs NESCAFE FRAPE INSTANT COFFEE GREEK FROM GREECE X 50g,Nescafé,Third Party,False,342.46,True,194.17,Ounce,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075QWYYR7,20 Instant Coffee Packets - Instant coffee singles Tastes Like Freshly Brewed - Medium Roast Colombian Blend Coffees for Travel or Work By Double Joy Select…,Double Joy Select,FBA,True,15.98,True,7.26,Ounce,184.0,True,3.2,16,4.2,289.0,0.06,0.05,0.13,0.13,0.62,6.9, Ounce,6.54, Ounce
B075RJ3KRW,Gano Excel 3 in 1 (damaged box),Gano Excel,Third Party,False,24.09,True,32.52,Ounce,1569.0,False,16.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B075RWGPSY,PureGano Natural Defender Anti-Aging - Immunity Booster - Detox Super Mushroom Instant Coffee - 1 Box 30 Sachets (3.5g / 105g),PureGano,FBA,False,17.99,True,17.99,Count,921.0,False,7.2,0,4.4,23.0,0.09,0.05,0.0,0.15,0.71,,,,
B075SLZX2B,"Taster's Choice House Blend Instant Coffee, 0.1oz Stick, 6/box, 12box/carton",Nestle,Third Party,False,19.29,True,2.68,10 Items,,False,20.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075SMR4B8,"KEURIG GREEN MOUNTAIN 6024 Flavored Coffee K-Cups, Vanilla Hazelnut Decaf, 24/box",Van Houtte,Third Party,False,39.38,True,1.64,Count,3193.0,False,14.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075SMV1NL,"Taster's Choice Decaf House Blend Instant Coffee, 0.1oz Stick, 5/box, 12 Bx/ctn",nan,Third Party,False,20.74,True,3.46,10 Items,,False,0.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075SR1SXF,Tchibo - Instant Coffee (Family) 100g,Tchibo,Third Party,False,13.99,True,13.99,Count,3497.0,False,16.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075TJMBTZ,Maxwell House Cinnamon Spice Latte 9.1 oz. (Pack of 2),MAXWELL HOUSE,,False,37.94,False,,,1552.0,False,20.8,0,4.0,9.0,0.14,0.0,0.21,0.0,0.65,,,,
B075V58SD9,"Herbo Natural Green Caffe (1.7Oz/50 grams) GMP Certified 100% Caffeine Free, A nutritious and tasty blend of Chikory and Brahmi",HERBO NATURAL,FBA,False,25.0,True,0.5,Gram,5137.0,False,3.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B075V67S5K,"Bewley's Bewley's Instant Coffee, Gold Roast, 3.5 Ounce",Bewley's,Third Party,False,16.93,True,4.84,Ounce,1573.0,False,11.7,0,4.5,15.0,0.0,0.0,0.24,0.0,0.76,,,,
B075V6WH62,"Bewley's Bewley's Decaf Instant Coffee, 3.5 Ounce",Bewley's,FBA,False,27.98,True,7.99,Ounce,1512.0,False,12.6,0,4.5,3.0,0.0,0.0,0.0,0.45,0.55,,,,
B075VG1WN3,"PANCEA COFFEE instant coffee mix, 10 sacks (Pack of 6)",Wink White,Third Party,False,129.0,True,21.5,Ounce,4479.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B07642G64B,"PANCEA COFFEE instant coffee mix, 10 sacks (Pack of 3)",Pancea coffee,,False,58.0,False,,,4836.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0765TQJ4S,Cappuccino (Pack of 3),Buon Gusto,,False,15.5,False,,,,False,22.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0767MFMNW,"Hills Bros. White Chocolate Caramel Cappuccino Drink Mix, 16 oz - Pack of 6",Hills Bros,Third Party,False,29.99,True,2.5,Ounce,853.0,False,16.0,0,5.0,14.0,0.0,0.0,0.0,0.0,1.0,,,,
B0767MJ3LZ,"Coffee, Classic Roast, 48 oz Canister, 210/Pallet",J.M. Smucker Company,Third Party,False,3355.8,True,159.8,10 Items,,False,56.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0767YVP5T,"Dunkin' Donuts Original Medium Roast Blend Coffee, 4Pack (40oz Each) k#eGSE",Dunkin' Donuts,Third Party,False,103.99,True,103.99,Item,3565.0,False,192.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B0768RG4GH,"Full Box of Cafe Late, Weight Loss Coffee, Infused with 210 MG of Premium Organic Ganoderma lucidem 20 sachets",vida divina cafe late,Third Party,False,35.79,True,35.79,Count,471.0,False,16.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
