ASIN,product_name,brand,FBA_label,amazon_choice,price_in_US_dollars,unit_price_flag,unit_price_USdollars,unit_price_unit,top_sales_rank,subscribe_flag,shipping_weight_in_ounces,answered_questions,rating_avg,rating_nums,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,subscribe_5_unitprice,subscribe_5_unit,subscribe_15_unitprice,subscribe_15_unit
B00KTEXKTK,Dormans Instant Coffee(100gms),Dormans Coffee,Third Party,False,8.0,True,8.0,Item,1284.0,False,,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00KWB4HGU,Moccona Trio Coffe Brand,Moccona,FBA,False,22.49,True,22.49,Item,4569.0,False,19.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00L193H1I,"Folgers Instant Crystals, 12 oz",Folgers,,False,10.02,False,,,1866.0,False,15.2,0,3.2,13.0,0.32,0.17,0.0,0.0,0.51,,,,
B00L2DS5KG,Trung Nguyen G7 3in1 instant Vietnamese Coffee Mix - 20 Sachets,G&G,Third Party,False,5.99,True,0.53,Ounce,732.0,False,11.2,0,3.6,7.0,0.09,0.19,0.22,0.0,0.5,,,,
B00L2MWQ0M,"Maxwell House International Cafe Style Beverage Mix, Vanilla Caramel(pack of 2) Latte 8.7 oz",MAXWELL HOUSE,Third Party,False,19.9,True,2.29,Ounce,2798.0,False,9.6,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00L3EMQEK,Starbucks VIA Latte - Caffe Mocha (5 Single Serve Packets) (Pack of 4),Starbucks,Third Party,False,35.23,True,8.81,Item,884.0,False,32.0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,
B00L6D4KQK,Folgers Cappuccino French Vanilla 16 oz (2 pack),Folger's,FBA,False,14.99,True,0.94,Ounce,401.0,False,35.2,0,4.6,39.0,0.09,0.0,0.0,0.08,0.83,,,,
B00L7DFXL0,"Sanka Instant Coffee, 2 Ounce",SANKA,FBA,False,5.05,True,2.53,Ounce,357.0,False,3.2,3,3.9,72.0,0.17,0.07,0.06,0.13,0.57,,,,
B00LBTBIBY,Starbucks Via Ready Brew Pike Place Roast Medium Instant Coffee 8 Packets,Starbucks,Third Party,False,10.52,True,1.32,Count,1884.0,False,3.2,0,4.6,2.0,0.0,0.0,0.0,0.41,0.59,,,,
B00LBTOVLS,Starbucks Via Ready Brew Pike Place Roast Medium Instant Coffee 8 Packets (Pack of 2),Starbucks,Third Party,False,18.38,True,18.38,Count,780.0,False,0.3,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00LN3J6N0,NESCAFE LATTE MACCHIATO COFFEE 2 x 1kg (2kg Total),Nescafé,,False,124.99,False,,,,False,35.2,0,4.5,7.0,0.0,0.0,0.27,0.0,0.73,,,,
B00LU2TUA8,GANO EXCEL GANOCAFE CLASSIC GANODERMA HEALTHY COFFEE 3 BOX,Gano,Third Party,False,50.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00LUI7DOC,Tchibo Feine Milde Instant Coffee natur-mild 100g,Tchibo,Third Party,False,19.99,True,19.99,Count,2175.0,False,13.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00LV87POE,Hills Bros. Cappuccino Hazelnut 14 Ounce Instant Drink Mix (Pack of 3),Hills Bros,Third Party,False,22.35,True,0.53,Ounce,680.0,False,33.6,0,5.0,14.0,0.0,0.0,0.0,0.0,1.0,,,,
B00LZN84S6,BIO Reishi Coffee 20 Sachets / Box,BIO Reishi,Third Party,False,35.0,True,35.0,Count,2935.0,False,17.6,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00LZXATPW,"Cafe Tastle Gold Freeze Dried Instant Coffee, 17.85 Ounce",Cafe Tastle,Amazon product,True,17.99,True,1.01,Ounce,61.0,True,20.8,19,4.5,318.0,0.04,0.02,0.06,0.12,0.75,0.96, Ounce,0.86, Ounce
B00M24OFLW,"Douwe Egberts Pure Indulgence Instant Coffee, Dark Roast, 6.7-Ounce, 190g (Pack of 2)",Douwe Egberts,Third Party,False,33.56,True,2.5,Ounce,1346.0,False,51.2,0,3.9,32.0,0.16,0.06,0.05,0.17,0.56,,,,
B00M2590MU,"Douwe Egberts Pure Gold Instant Coffee, Medium Roast (Pack Of 2)",Douwe Egberts,FBA,True,40.76,True,3.04,Ounce,708.0,False,49.6,0,4.3,63.0,0.13,0.03,0.04,0.06,0.75,,,,
B00M53QXVK,"Starbucks Via Ready Brew, Decaf Italian Dark Roast Instant Coffee, 7-Count each (2 Pack)",Starbucks,FBA,False,17.78,True,10.84,Ounce,132.0,False,3.2,3,4.3,40.0,0.06,0.0,0.18,0.14,0.62,,,,
B00M6NEXX4,"(3 Pack) Folgers Classic Roast Instant Coffee Crystals, 7-Count",Folgers,,False,5.97,False,,,1476.0,False,4.8,0,3.8,17.0,0.18,0.0,0.16,0.11,0.55,,,,
B00M6YZT6I,Starbucks Via® Ready Brew Italian Coffee (48 Count),Starbucks,Third Party,False,46.99,True,5.87,Count,2270.0,False,9.6,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B00M6Z8S3S,"Starbucks Coffee Via Ready Brew, Instant Coffee, Veranda Flavor,48 Total( 6 Boxes of 8 Individual Servings)",Starbucks,Third Party,False,46.66,True,7.78,Item,978.0,False,9.6,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00M9C80RM,1 BOX GANO CAFE GANOCAFE CLASSIC GANODERMA HEALTHY BLACK COFFEE 30Sachets,Gano,FBA,False,11.0,True,11.0,Count,1209.0,False,5.6,0,3.8,5.0,0.21,0.0,0.0,0.36,0.43,,,,
B00ME8PH4U,"Nescafe Clasico Coffee Sticks, 7 Count (Pack of 12)",Nescafé,Amazon product,True,13.44,True,0.16,Count,409.0,True,19.2,4,4.6,57.0,0.02,0.02,0.06,0.1,0.8,0.15, Count,0.14, Count
B00MEFEJU6,Moccona Freeze-Dried Coffee 100g (Imported from Australia) (Caramel),Moccona,Third Party,False,24.95,True,24.95,Count,381.0,False,13.8,8,3.8,81.0,0.2,0.07,0.06,0.09,0.58,,,,
B00MG5VK4M,SDS NB Interviewing 1: Getting Ready [Instant Access],Standard Deviants,Amazon product,False,9.98,False,,,6202.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MGMH8WI,"Folgers Cappuccino French Vanilla Instant Coffee Beverage Mix, 4 Single Serve Packets",Folgers,Third Party,False,3.99,True,1.17,Ounce,2353.0,False,4.0,0,4.6,3.0,0.0,0.0,0.0,0.36,0.64,,,,
B00MIBU95K,MX3 Mangosteen Coffee Mix (10 Sachets) Sugar Free,MX3,Third Party,False,9.95,True,1.0,Count,1153.0,False,5.6,0,4.0,21.0,0.05,0.05,0.29,0.1,0.51,,,,
B00MIJUG50,Sanka Decaf Instant Coffee (8 oz Jar),MAXWELL HOUSE,FBA,False,10.47,False,,,211.0,False,10.4,6,4.4,92.0,0.09,0.02,0.06,0.09,0.75,,,,
B00MIJV852,"Medaglia D' Oro D'Oro Espresso, Instant, 2 oz",MEDAGLIA D'ORO,,False,9.49,False,,,964.0,False,8.0,0,4.5,54.0,0.07,0.03,0.03,0.08,0.79,,,,
B00MPK03SM,"Colcafe Instant Coffee, 3.52 Ounce",Colcafé,Third Party,False,16.97,True,4.82,Ounce,3319.0,False,14.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MPK045E,"Oro Instant Coffee, 3.5 Ounce",ORO,Third Party,False,24.99,True,7.14,Ounce,5238.0,False,12.0,0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,
B00MU201Q4,Camp Coffee 240ml 3 Pack,nan,FBA,False,26.95,True,8.98,Count,707.0,False,62.4,0,4.0,23.0,0.21,0.0,0.0,0.16,0.63,,,,
B00MXXAFSE,Douwe Egberts Pure Indulgence Instant Coffee (190g),Douwe Egberts,Third Party,False,17.84,True,17.84,Count,2834.0,False,24.0,0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,
B00MXXAZC0,Nescafe Original Coffee Granules (100g),Nescafé,Third Party,False,11.04,True,11.04,100 g,6928.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MXXBCS6,Kenco Rappor Coffee (200g),Kenco,Third Party,False,31.67,True,31.67,Item,4741.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MXXCL4U,Kenco - Smooth - 200g,Kenco,Third Party,False,18.73,True,2.66,Ounce,1450.0,False,22.4,0,4.8,9.0,0.0,0.0,0.0,0.21,0.79,,,,
B00MXXEMS8,Douwe Egberts Pure Indulgence Dark Roast Coffee (95g),Douwe Egberts,Third Party,False,15.18,True,15.98,100 g,4417.0,False,,0,4.3,5.0,0.0,0.0,0.24,0.23,0.53,,,,
B00MXXF92G,Kenco Rich Coffee (100g),Kenco,Third Party,False,17.51,True,17.51,100 g,5953.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MXXFPKC,Nescafe Gold Blend Decaffeinated (150g),Nescafé,Third Party,False,13.68,True,9.12,100 g,2560.0,False,,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
B00MXXG7O0,Nescafe Azera Americano Instant Coffee (60G),Nescafé,Third Party,False,20.89,True,20.89,Count,4998.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MXXIF18,Nescafe Original Decaffeinated Coffee (200g),Nescafé,FBA,False,17.99,True,17.99,Count,1567.0,False,22.4,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00MXXIIKG,Douwe Egberts Pure Gold Medium Roast Coffee (95g),Douwe Egberts,Third Party,False,17.42,True,5.2,Ounce,1617.0,False,,0,3.8,5.0,0.3,0.0,0.0,0.0,0.7,,,,
B00MXXJ21K,Nescafe Original Coffee Granules (300g),Nescafé,Third Party,False,20.17,True,67.23,kg,2482.0,False,64.0,0,2.9,3.0,0.52,0.0,0.0,0.0,0.48,,,,
B00MXXKIZO,Nescafe Gold Blend Coffee (50g),Nescafé,Third Party,False,28.8,True,57.6,100 g,,False,1.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MXXRO2O,Kenco Decaffeinated Coffee (200g),Kenco,Third Party,False,44.99,True,44.99,Count,2257.0,False,,0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,
B00MXXXXCO,Nescafe Gold Blend Coffee (100g),Nescafé,Third Party,False,23.3,True,23.3,100 g,4017.0,False,3.5,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00MXXYNDW,Kenco Decaffeinated Instant Coffee 100g,Kenco,Third Party,False,17.23,True,17.23,100 g,2761.0,False,,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00N0WCJIG,2 Jars of Tchibo Gold Selection Instant Coffee 7oz/200g,Tchibo,FBA,False,24.98,True,1.78,Ounce,1068.0,False,52.8,0,4.2,29.0,0.12,0.0,0.13,0.08,0.67,,,,
B00N1R08ZQ,"Starbucks Corporation 011008570 Whole Bean Coffee, Level 3, 12oz., Red",Starbucks,Third Party,False,16.29,True,1.36,Ounce,4293.0,False,12.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00N5WCLP2,New Mazel Original Coffee Mix 10 Packets 4.2oz (2 Pack),MAZEL,Third Party,False,12.95,True,12.95,Count,4382.0,False,10.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00N652GAS,STARBUCKS VIA COFFEE SINGLES LATTE CAFE MOCHA,STARBUCKS at The Neighborhood Corner Store,Third Party,False,9.25,True,1.85,Count,993.0,False,7.8,0,4.8,4.0,0.0,0.0,0.0,0.24,0.76,,,,
B00N6F4HZA,New Cafe Mazel French Vanilla Coffee Mix 4.2oz (2 Pack) (4.2oz),MAZEL,FBA,False,12.99,True,12.99,Count,1924.0,False,11.2,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00N85VW10,Kenya Coffee-gibsons Instant Coffee 100gm/3.53oz Each,Gibsons,FBA,False,,False,,,6362.0,False,70.4,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00N8ML998,"Maxwell House International Cafe Vienna Instant Coffee (9 oz Canisters, Pack of 8)",MAXWELL HOUSE,Amazon product,True,33.96,True,0.31,Ounce,119.0,True,32.0,0,4.6,71.0,0.07,0.0,0.03,0.03,0.88,0.3, Ounce,0.27, Ounce
B00N8MM4M4,"Maxwell House International Cafe Instant Mocha Latte Coffee (8.5 oz Canisters, Pack of 8)",MAXWELL HOUSE,Amazon product,True,20.72,True,0.2,Ounce,118.0,False,80.0,25,4.5,506.0,0.04,0.05,0.08,0.07,0.76,,,,
B00N8QWU9W,"Nescafe Classic Coffee, Glass Jar, 50g",Nescafé,Third Party,False,18.03,True,10.22,Ounce,4735.0,False,7.8,0,4.3,6.0,0.0,0.0,0.15,0.38,0.48,,,,
B00N9TYDH0,"Mount Hagen Organic Freeze Dried Instant Decaf Coffee, 3.53 oz Organic FairTrade Award-Winning House Blend Kosher Decaffeinated",Mount Hagen,FBA,False,10.99,True,3.11,Ounce,30.0,False,11.2,19,4.4,238.0,0.09,0.03,0.05,0.1,0.73,,,,
B00N9TYGVS,Mount Hagen Organic Fair Trade Freeze Dried Instant Coffee 3.53 oz Kosher Award-Winning Single-Origin 100% Arabica,Mount Hagen,,False,10.94,False,,,18.0,False,12.8,76,4.3,1360.0,0.08,0.03,0.07,0.12,0.71,,,,
B00NB3NIYI,"Starbucks VIA®, Ready Brew, Pumpkin Spice Latte (1 Box-5 ct)",Starbucks,,False,23.95,False,,,2124.0,False,7.0,0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,
B00NB3NIZC,"Starbucks VIA®, Ready Brew, Pumpkin Spice Latte (3 Boxes-15 ct)",Starbucks,Third Party,False,54.85,True,1.22,Count,2592.0,False,20.8,0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,
B00NB50OYI,STARBUCKS VIA COFFEE SINGLES LATTE CAFE MOCHA,STARBUCKS at The Neighborhood Corner Store,Third Party,False,15.8,False,,,2067.0,False,16.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00ND608GY,Java Trading Co. Coffee Pods JAV40300,Java Trading Co.,Third Party,False,12.57,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NDR7NVQ,"Nescafe' Red Cup, Instant Coffee, 400 g",Nescafé,,False,43.0,False,,,4539.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NE9S39Y,Starbucks VIA Pumpkin Spice Latte Instant Coffee (10 ct),Starbucks,,False,38.23,False,,,2228.0,False,13.6,0,2.6,17.0,0.47,0.0,0.28,0.0,0.26,,,,
B00NEH7FPY,Nescafe Azera Americano Instant Coffee (60g),Nescafé,Third Party,False,7.99,False,,,3079.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NEH7XBK,Kenco 100% Costa Rican Coffee (100g),Kenco,Third Party,False,16.25,False,,,4604.0,False,4.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NEH81TS,Nescafe Collection Alta Rica Coffee (100g),Nescafé,Third Party,False,19.99,False,,,5349.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NERJKM0,Starbucks Via® Ready Brew Iced Caramel Flavored Coffee (4 Pack/boxes) 6 Packets Each Box,Starbucks,Third Party,False,48.73,True,8.12,Count,5134.0,False,27.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NFZGHJA,"Starbucks VIA Latte Vanilla Latte Specialty Coffee Beverage, 5 Count, 5.36 Oz(case of 4)",Starbucks,Third Party,False,33.66,True,8.42,Item,2197.0,False,25.6,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00NJ06G6K,"4 Wholesale Lots Starbucks Via Ready Brew Columbia Medium Instant Coffee, 96 Self Serve Packets Total",Starbucks,Third Party,False,92.9,True,9.68,10 Items,1959.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NJQ14B6,"Bigelow 00401 Single Flavor Tea, Cozy Chamomile, 28 Bags/Box",Bigelow Tea,Third Party,False,8.4,True,8.4,Count,6891.0,False,3.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NKC01LI,20g X 40 Sachets Zhulian Instant Coffee Plus Ginseng Healthty Coffee Form Thailand,Coffee Plus,FBA,False,51.99,True,1.84,Ounce,2025.0,False,32.0,0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,,,,
B00NO9E2GW,"G7 Instant Coffee 3-in-1 Sugarfree, 2-Pack",Heirloom Coffee LLC,FBA,False,20.48,True,0.47,Count,853.0,False,28.8,0,4.1,34.0,0.12,0.09,0.05,0.08,0.67,,,,
B00NOE1KHG,"(2 Pack) Starbucks Via Ready Brew, Italian Dark Roast Instant Coffee, 8-Count each",Starbucks,,False,16.5,False,,,551.0,False,3.2,4,4.2,76.0,0.08,0.06,0.05,0.15,0.66,,,,
B00NP4URX8,6 Pack Wholesale Lot Folgers Classic Roast Instant Coffee 16oz,SSW Wholesalers,Third Party,False,96.0,True,16.0,Item,5652.0,False,16.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NP4USGY,5 Pack Wholesale Lot Nescafe Taster's Choice Instant Coffee House Blend 12oz,SSW Wholesalers,Third Party,False,70.49,True,14.1,Item,6517.0,False,12.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NW0JD6C,"Maxwell House Instant Coffee, 2-ounce Jars (3 Containers, 2 Oz Each)",MAXWELL HOUSE,Third Party,False,29.97,False,,,3872.0,False,10.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NWTO7SC,FOLGERS Classic Decaf Filter PK 40/0.9 OZ,Smucker's,Third Party,False,41.56,False,,,6487.0,False,57.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NXIRQ3K,Mt. Hagen Instant Coffee Decaf Organic 3.53 OZ(Pack of 12),Mt. Hagen,Third Party,False,199.95,True,16.66,Item,,False,3.5,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NXIS134,Mt. Hagen Instant Coffee Organic 3.53 OZ(Pack of 3),Mt. Hagen,Third Party,False,54.99,True,18.33,Item,5380.0,False,3.5,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00NXIS5O4,Mt. Hagen Instant Coffee Organic 3.53 OZ(Pack of 12),Mt. Hagen,Third Party,False,199.95,True,16.66,Item,,False,3.5,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00O03FKVC,Cafe Bustelo Single Serve Instant Coffee - Espresso - 6 ct,Cafe Bustelo,Third Party,False,7.29,True,1.22,Count,4093.0,False,1.1,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00O0W7ZMU,Fitne Instant Coffee With Fiber 5.64 OunceFitné Coffee With White Kidney Bean Extract Formula 1 3-in-1 Instant Coffee Mix 15g x 10 Sticks - 5.29 Ounce,Fitne,Third Party,False,14.99,True,14.99,Item,,False,5.3,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00O0X26UA,Doitung 100% Arabica Roasted Coffee 2.12 Ounce,Doitung,Third Party,False,14.99,True,14.99,Item,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00O0X3YVU,Doitung Arabica 100% Medium Roast Drip Coffee 10g x 6pcs - 2.12 Ounce,Doitung,Third Party,False,28.0,True,28.0,Item,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00O1ZM75Q,"Maxwell House International Coffee Mocha Latte, 8.5 Ounce (Pack of 8)",MAXWELL HOUSE,,False,38.35,False,,,1343.0,False,80.0,0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,,,,
B00O2V7OJ8,"Café Bustelo Instant Coffee Single Serve Packets, 6 Count",Cafe Bustelo,,False,,False,,,1920.0,False,,0,3.3,14.0,0.31,0.0,0.15,0.15,0.38,,,,
B00O2VD2SU,BUSTELO DECAFFEINATED INSTANT ESPRESSO COFFEE 6 - 0.09 oz INDIVIDUAL PACKETS DECAF,BUSTELO,Third Party,False,6.99,True,6.99,Item,2240.0,False,0.8,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,
B00O4DIE34,Starbucks Via Ready Brew Coffee Medium Colombia Instant 0.93 Fl Oz(pack of 6 Boxes of 8=48 Packets),Starbucks,Third Party,False,45.99,True,7.67,Item,3929.0,False,9.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00O51SLEW,Clipper Organic Latin American Arabica Decaf Instant Coffee 3.5oz,Clipper,Third Party,False,15.03,True,15.03,Count,1548.0,False,73.6,0,4.6,15.0,0.0,0.15,0.0,0.0,0.85,,,,
B00O8WUZVK,"Nescafe Classic Jar, 25 gram. Coffee - India",Nescafé,Third Party,False,7.59,True,8.61,Ounce,4565.0,False,4.2,0,4.3,102.0,0.07,0.0,0.05,0.3,0.58,,,,
B00OFY17W2,SAN MIG 3in1 SUPER COFFEE Original Sugar Free 20 Sachet Pack,San Mig (Phils),Third Party,False,12.95,False,,,1422.0,False,5.6,0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,
B00OGMRPAG,Franklin’s Finest Survival Coffee – 60 Servings,Patriot Pantry,Third Party,False,18.88,False,,,479.0,False,0.8,13,3.9,162.0,0.11,0.09,0.13,0.15,0.52,,,,
B00ONKDWZ8,Bustelo Decaffeinated Instant Espresso Coffee 6 - 0.09 Oz Individual Packets Decaf (2 Pack),Cafe Bustelo,FBA,True,7.0,True,77.78,Ounce,557.0,False,2.4,4,4.0,35.0,0.09,0.09,0.16,0.09,0.57,,,,
B00OQJWX38,"Folgers - 2 Pack - Instant Coffee Crystals Classic Roast 16Oz Jar ""Product Category: Breakroom And Janitorial/Beverages & Snack Foods""",Folgers,Third Party,False,29.3,True,0.92,Ounce,1551.0,False,40.0,0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,,,,
B00OQTHOH8,Nescafe Classic Instant Greek Coffee 50g or 1.76oz,Nestle,Third Party,False,21.87,False,,,4360.0,False,1.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00OTWKRIU,Nescafe Classic Instant Greek Coffee with Sugar & One Plastic Cup X3,xrisos kafes,Third Party,False,19.87,True,19.87,Count,5291.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00OWVP01C,Truslen Coffee Plus Collagen Sugar Free Instant Coffee Diet Slimming 2 Box = 20 Sachets,SeaKrabi,Third Party,False,21.8,False,,,,False,,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,
B00OXITU4W,Cafe Presto Instantaneo - Instant Coffee (400g),Cafe Presto,Third Party,False,25.93,True,1.85,Ounce,1047.0,False,24.0,0,4.7,45.0,0.05,0.02,0.0,0.06,0.86,,,,
B00OYFO4R2,"Maxwell House International Pumpkin Spice and Peppermint Mocha Latte, 1 of each",MAXWELL HOUSE,,False,40.51,False,,,3052.0,False,19.2,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
B00OYQJMQY,2 - Boxes of Hula Girl 12 Single Serve Sachets 100% Hawaiian Freeze Dried Instant Kona Coffee 1.7 grams each sachet,Hula Girl,Third Party,False,39.99,True,27.79,Ounce,1670.0,False,4.0,0,3.5,10.0,0.11,0.31,0.0,0.1,0.48,,,,
B00P90INYQ,Doitung Drip Coffee Dark Roast,gam&prig,Third Party,False,14.99,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00P9EEZ44,Elite Chemi-Pure,Boyd Enterprises Inc,Third Party,False,33.16,True,16.58,Item,3756.0,False,17.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00P9YO9BI,DXN 2 in 1 Cream Coffee with Ganoderma Extract,DXN,Third Party,False,33.9,True,33.9,Count,3084.0,False,32.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACDOJW,"Maxwell House International Coffee Sugar Free French Vanilla Cafe, 4-Ounce Cans (Pack of 4) by Maxwell House [Foods]",MAXWELL HOUSE,,False,25.0,False,,,1586.0,False,16.0,0,3.6,3.0,0.34,0.0,0.0,0.0,0.66,,,,
B00PACF0XA,"Maxwell House International Coffee Decaf Sugar Free French Vanilla Caf?, 4-Ounce Cans (Pack of 6) by Maxwell House [Foods]",MAXWELL HOUSE,Third Party,False,34.11,True,34.11,Count,2632.0,False,4.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACF238,"Maxwell House International Coffee French Vanilla Iced Latte Singles, 3.42-Ounce Boxes (Pack of 8) by Maxwell House",MAXWELL HOUSE,Third Party,False,26.81,True,26.81,Count,2056.0,False,43.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACHIM6,"Maxwell House International Coffee Vanilla Caramel Latte, 8.7-Ounce Cans (Pack of 6) by Maxwell House [Foods]",MAXWELL HOUSE,Third Party,False,53.11,True,53.11,Item,2985.0,False,8.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACKQ2A,Starbucks Via Ready Brew Iced Caramel Flavored Coffee 5 Pk by STARBUCKS [Foods],Starbucks,Third Party,False,11.23,True,11.23,Item,2691.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACLYU8,"Medaglia D'Oro Instant Espresso Coffee, 2-Ounce Jars (Pack of 3)",MEDAGLIA D'ORO,FBA,True,17.85,True,2.98,Ounce,44.0,False,22.4,24,4.6,354.0,0.04,0.03,0.03,0.07,0.83,,,,
B00PACMWRM,"Maxwell House International Coffee French Vanilla Latte Singles, 3.4-Ounce Boxes (Pack of 8) by Maxwell House",MAXWELL HOUSE,Third Party,False,31.46,True,31.46,Count,4133.0,False,3.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACMXZS,Douwe Egberts Pure Decaf Instant Coffee 2 Jars 3.5oz/100g Each by Douwe Egberts [Foods],Douwe Egberts,Third Party,False,50.16,False,,,4298.0,False,3.5,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACNNX4,"Maxwell House International Coffee Vanilla Caramel Latte, 8.7-Ounce Cans (Pack of 4) by Maxwell House [Foods]",MAXWELL HOUSE,Third Party,False,26.99,True,26.99,Item,4831.0,False,8.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACO0QI,"Owl White Coffee Tarik, 600-Grams (Pack of 2) by OWL [Foods]",nan,Third Party,False,74.57,True,74.57,Item,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACS1FE,Gold Choice Ginseng Coffee by Gold Choice,Gold Choice,Third Party,False,24.11,True,24.11,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACSXHK,"Hills Bros. Coffee Instant Cappuccino Double Mocha, 16-Ounce Jars (Pack of 6) by Hills Brothers",Hill Bros.,Third Party,False,38.09,True,38.09,Item,3137.0,False,16.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACVQE2,"CafÃƒÂ© Essentials Ja' Mocha Mix, 3.5 Pound Bag by Cafe Essentials",Café Essentials,Third Party,False,62.1,True,62.1,Count,5473.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PACYFRM,Coffee Inst Tin (Pack of 12) by Elite [Foods],ELITE,Third Party,False,99.99,False,,,5280.0,False,1728.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PRH8I0A,"Hills Bros., Cappuccino, Mocha Mint, 15oz Canister - Pack of 4",Hills Bros,Third Party,False,28.2,True,1.88,Ounce,1781.0,False,67.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,
B00PUY917O,"Numi 10220 Organic Teas and Teasans, 1.4oz, Breakfast Blend, 18/Box",Numi,Third Party,False,12.56,True,0.5,Ounce,4192.0,False,1.3,0,,,0.0,0.0,0.0,0.0,0.0,,,,
